PeakID (cmd=annotatePeaks.pl classification/results/raw_results/human_shared_from_mouse.bed /ocean/projects/bio230007p/ikaplow/HumanGenomeInfo/hg38.fa -gff3 /ocean/projects/bio230007p/ikaplow/HumanGenomeInfo/gencode.v47.annotation.gff3.gz)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
5515	chr10	102240497	102241821	+	0	NA	NA	NA	NA	NA								
8906	chr12	49059861	49060915	+	0	NA	NA	NA	NA	NA								
2319	chr1	119766462	119767092	+	0	NA	NA	NA	NA	NA								
34049	chr8	8892027	8893772	+	0	NA	NA	NA	NA	NA								
21229	chr2	173354402	173355578	+	0	NA	NA	NA	NA	NA								
2072	chr1	109090543	109091081	+	0	NA	NA	NA	NA	NA								
6415	chr11	19811801	19813466	+	0	NA	NA	NA	NA	NA								
2076	chr1	109112719	109113006	+	0	NA	NA	NA	NA	NA								
36977	chr9	129885834	129885992	+	0	NA	NA	NA	NA	NA								
14397	chr16	30092561	30092782	+	0	NA	NA	NA	NA	NA								
16313	chr17	47664341	47664642	+	0	NA	NA	NA	NA	NA								
35076	chr8	104411671	104412820	+	0	NA	NA	NA	NA	NA								
13435	chr15	70825193	70825472	+	0	NA	NA	NA	NA	NA								
16825	chr17	67528889	67529448	+	0	NA	NA	NA	NA	NA								
35101	chr8	106657758	106658882	+	0	NA	NA	NA	NA	NA								
16865	chr17	69414367	69414974	+	0	NA	NA	NA	NA	NA								
4193	chr10	6919791	6920320	+	0	NA	NA	NA	NA	NA								
24850	chr3	49928701	49930293	+	0	NA	NA	NA	NA	NA								
37981	chrX	150982864	150984502	+	0	NA	NA	NA	NA	NA								
30465	chr6	3732546	3732863	+	0	NA	NA	NA	NA	NA								
30425	chr6	1832483	1833459	+	0	NA	NA	NA	NA	NA								
771	chr1	29202643	29203358	+	0	NA	NA	NA	NA	NA								
14619	chr16	53098654	53100924	+	0	NA	NA	NA	NA	NA								
1075	chr1	40096380	40097312	+	0	NA	NA	NA	NA	NA								
11259	chr14	22588942	22590043	+	0	NA	NA	NA	NA	NA								
904	chr1	34865987	34866961	+	0	NA	NA	NA	NA	NA								
5652	chr10	110209998	110210614	+	0	NA	NA	NA	NA	NA								
5656	chr10	110268645	110269875	+	0	NA	NA	NA	NA	NA								
14820	chr16	67480299	67482906	+	0	NA	NA	NA	NA	NA								
14860	chr16	67872776	67873736	+	0	NA	NA	NA	NA	NA								
32303	chr6	158167686	158168746	+	0	NA	NA	NA	NA	NA								
34034	chr8	544197	545551	+	0	NA	NA	NA	NA	NA								
26855	chr4	7804008	7804240	+	0	NA	NA	NA	NA	NA								
3060	chr1	177968835	177969554	+	0	NA	NA	NA	NA	NA								
21941	chr2	227163884	227164957	+	0	NA	NA	NA	NA	NA								
22511	chr20	23361346	23362852	+	0	NA	NA	NA	NA	NA								
244	chr1	11735784	11736567	+	0	NA	NA	NA	NA	NA								
30663	chr6	15244168	15245547	+	0	NA	NA	NA	NA	NA								
23216	chr21	17461942	17462828	+	0	NA	NA	NA	NA	NA								
17836	chr18	61893974	61895107	+	0	NA	NA	NA	NA	NA								
30623	chr6	12292383	12293017	+	0	NA	NA	NA	NA	NA								
11957	chr14	66501302	66501935	+	0	NA	NA	NA	NA	NA								
26742	chr3	197790509	197792180	+	0	NA	NA	NA	NA	NA								
3232	chr1	185045001	185046468	+	0	NA	NA	NA	NA	NA								
27728	chr4	107824263	107825773	+	0	NA	NA	NA	NA	NA								
13991	chr16	667857	668546	+	0	NA	NA	NA	NA	NA								
27768	chr4	110510482	110511117	+	0	NA	NA	NA	NA	NA								
3236	chr1	185156389	185157780	+	0	NA	NA	NA	NA	NA								
33765	chr7	134646300	134647351	+	0	NA	NA	NA	NA	NA								
36186	chr9	83979385	83981116	+	0	NA	NA	NA	NA	NA								
15000	chr16	71883289	71884628	+	0	NA	NA	NA	NA	NA								
1345	chr1	50332645	50333470	+	0	NA	NA	NA	NA	NA								
26954	chr4	23887893	23889391	+	0	NA	NA	NA	NA	NA								
33725	chr7	131105877	131106659	+	0	NA	NA	NA	NA	NA								
937	chr1	36099478	36100261	+	0	NA	NA	NA	NA	NA								
18113	chr19	7294797	7295032	+	0	NA	NA	NA	NA	NA								
30195	chr5	171418464	171419174	+	0	NA	NA	NA	NA	NA								
9472	chr12	67943354	67943617	+	0	NA	NA	NA	NA	NA								
21967	chr2	229270943	229272302	+	0	NA	NA	NA	NA	NA								
9476	chr12	68610256	68611769	+	0	NA	NA	NA	NA	NA								
32558	chr7	21253920	21254557	+	0	NA	NA	NA	NA	NA								
23605	chr22	20858089	20859364	+	0	NA	NA	NA	NA	NA								
17758	chr18	55321466	55322160	+	0	NA	NA	NA	NA	NA								
21927	chr2	226732860	226733999	+	0	NA	NA	NA	NA	NA								
10735	chr13	45340370	45341770	+	0	NA	NA	NA	NA	NA								
36279	chr9	93133280	93134440	+	0	NA	NA	NA	NA	NA								
12684	chr14	105475210	105477152	+	0	NA	NA	NA	NA	NA								
16231	chr17	44123182	44124288	+	0	NA	NA	NA	NA	NA								
1114	chr1	41268082	41269204	+	0	NA	NA	NA	NA	NA								
20703	chr2	108449081	108449786	+	0	NA	NA	NA	NA	NA								
31892	chr6	129751937	129752146	+	0	NA	NA	NA	NA	NA								
37007	chr9	131421690	131422868	+	0	NA	NA	NA	NA	NA								
2342	chr1	145885575	145886251	+	0	NA	NA	NA	NA	NA								
32062	chr6	139262578	139263140	+	0	NA	NA	NA	NA	NA								
13633	chr15	81000531	81002722	+	0	NA	NA	NA	NA	NA								
2683	chr1	156495727	156496086	+	0	NA	NA	NA	NA	NA								
37608	chrX	72306104	72307513	+	0	NA	NA	NA	NA	NA								
16924	chr17	74750274	74750700	+	0	NA	NA	NA	NA	NA								
30294	chr5	177454182	177456092	+	0	NA	NA	NA	NA	NA								
4458	chr10	30751869	30752354	+	0	NA	NA	NA	NA	NA								
16964	chr17	75181891	75183430	+	0	NA	NA	NA	NA	NA								
8391	chr12	4648903	4650098	+	0	NA	NA	NA	NA	NA								
32022	chr6	137415447	137416186	+	0	NA	NA	NA	NA	NA								
2346	chr1	145957501	145958276	+	0	NA	NA	NA	NA	NA								
10687	chr13	41668230	41668890	+	0	NA	NA	NA	NA	NA								
24847	chr3	49856302	49857171	+	0	NA	NA	NA	NA	NA								
2757	chr1	160098167	160099278	+	0	NA	NA	NA	NA	NA								
17378	chr18	13222806	13223695	+	0	NA	NA	NA	NA	NA								
10088	chr12	111841851	111842805	+	0	NA	NA	NA	NA	NA								
32297	chr6	157885584	157886310	+	0	NA	NA	NA	NA	NA								
25289	chr3	71130451	71131027	+	0	NA	NA	NA	NA	NA								
33392	chr7	105268475	105269129	+	0	NA	NA	NA	NA	NA								
9025	chr12	52032746	52033735	+	0	NA	NA	NA	NA	NA								
24134	chr22	46798653	46799052	+	0	NA	NA	NA	NA	NA								
19185	chr19	49851391	49851999	+	0	NA	NA	NA	NA	NA								
3874	chr1	225652385	225653231	+	0	NA	NA	NA	NA	NA								
29428	chr5	122774509	122775687	+	0	NA	NA	NA	NA	NA								
29468	chr5	126423016	126423847	+	0	NA	NA	NA	NA	NA								
26230	chr3	158097860	158098459	+	0	NA	NA	NA	NA	NA								
23990	chr22	41091211	41093311	+	0	NA	NA	NA	NA	NA								
22492	chr20	22465520	22465967	+	0	NA	NA	NA	NA	NA								
24149	chr22	50244118	50245197	+	0	NA	NA	NA	NA	NA								
3309	chr1	200027205	200027732	+	0	NA	NA	NA	NA	NA								
12475	chr14	92877093	92878581	+	0	NA	NA	NA	NA	NA								
14203	chr16	11356738	11356959	+	0	NA	NA	NA	NA	NA								
7611	chr11	78659904	78660286	+	0	NA	NA	NA	NA	NA								
25176	chr3	62372131	62372726	+	0	NA	NA	NA	NA	NA								
19458	chr2	16425641	16426474	+	0	NA	NA	NA	NA	NA								
16576	chr17	57833469	57833624	+	0	NA	NA	NA	NA	NA								
24235	chr3	8962966	8963752	+	0	NA	NA	NA	NA	NA								
19284	chr19	58182624	58184221	+	0	NA	NA	NA	NA	NA								
25001	chr3	52428328	52429084	+	0	NA	NA	NA	NA	NA								
31713	chr6	110413709	110415825	+	0	NA	NA	NA	NA	NA								
28445	chr5	10747090	10748723	+	0	NA	NA	NA	NA	NA								
17943	chr19	925381	926327	+	0	NA	NA	NA	NA	NA								
20582	chr2	96868451	96870361	+	0	NA	NA	NA	NA	NA								
423	chr1	20476134	20476920	+	0	NA	NA	NA	NA	NA								
3885	chr1	225881755	225883116	+	0	NA	NA	NA	NA	NA								
19178	chr19	49766169	49767284	+	0	NA	NA	NA	NA	NA								
25456	chr3	101724435	101725408	+	0	NA	NA	NA	NA	NA								
3358	chr1	201399244	201399781	+	0	NA	NA	NA	NA	NA								
33906	chr7	149147035	149148483	+	0	NA	NA	NA	NA	NA								
25811	chr3	127820179	127821050	+	0	NA	NA	NA	NA	NA								
24757	chr3	48430297	48430592	+	0	NA	NA	NA	NA	NA								
22264	chr20	3785766	3787275	+	0	NA	NA	NA	NA	NA								
20092	chr2	59301890	59302139	+	0	NA	NA	NA	NA	NA								
9195	chr12	56158198	56159538	+	0	NA	NA	NA	NA	NA								
17385	chr18	13500672	13501695	+	0	NA	NA	NA	NA	NA								
10075	chr12	111074581	111075154	+	0	NA	NA	NA	NA	NA								
22224	chr20	2470952	2471261	+	0	NA	NA	NA	NA	NA								
12155	chr14	73949818	73950736	+	0	NA	NA	NA	NA	NA								
1521	chr1	58456995	58457544	+	0	NA	NA	NA	NA	NA								
6940	chr11	61870644	61871145	+	0	NA	NA	NA	NA	NA								
22931	chr20	45933673	45934348	+	0	NA	NA	NA	NA	NA								
15466	chr17	7328775	7330650	+	0	NA	NA	NA	NA	NA								
7727	chr11	95705566	95705846	+	0	NA	NA	NA	NA	NA								
2039	chr1	107056457	107057998	+	0	NA	NA	NA	NA	NA								
10598	chr13	33260308	33260708	+	0	NA	NA	NA	NA	NA								
15426	chr17	7113932	7115312	+	0	NA	NA	NA	NA	NA								
22693	chr20	35663531	35665193	+	0	NA	NA	NA	NA	NA								
42	chr1	3459600	3461045	+	0	NA	NA	NA	NA	NA								
22165	chr20	407724	408730	+	0	NA	NA	NA	NA	NA								
37404	chrX	47190637	47191751	+	0	NA	NA	NA	NA	NA								
22125	chr2	240868387	240869360	+	0	NA	NA	NA	NA	NA								
34502	chr8	40152754	40154245	+	0	NA	NA	NA	NA	NA								
14767	chr16	66961122	66961549	+	0	NA	NA	NA	NA	NA								
12254	chr14	75981827	75983144	+	0	NA	NA	NA	NA	NA								
12488	chr14	94689464	94689951	+	0	NA	NA	NA	NA	NA								
14727	chr16	58515532	58516588	+	0	NA	NA	NA	NA	NA								
4151	chr10	5412408	5413319	+	0	NA	NA	NA	NA	NA								
4294	chr10	14953490	14954295	+	0	NA	NA	NA	NA	NA								
25659	chr3	120102720	120103024	+	0	NA	NA	NA	NA	NA								
30462	chr6	3456001	3457586	+	0	NA	NA	NA	NA	NA								
6770	chr11	47979825	47981642	+	0	NA	NA	NA	NA	NA								
10257	chr12	121686885	121687361	+	0	NA	NA	NA	NA	NA								
30422	chr6	1604219	1604883	+	0	NA	NA	NA	NA	NA								
29624	chr5	134874256	134875286	+	0	NA	NA	NA	NA	NA								
4409	chr10	24722513	24724955	+	0	NA	NA	NA	NA	NA								
29664	chr5	138032836	138033749	+	0	NA	NA	NA	NA	NA								
9068	chr12	53219586	53220527	+	0	NA	NA	NA	NA	NA								
26852	chr4	7559857	7560486	+	0	NA	NA	NA	NA	NA								
37817	chrX	119468786	119469424	+	0	NA	NA	NA	NA	NA								
8257	chr11	129278499	129280208	+	0	NA	NA	NA	NA	NA								
20227	chr2	67840582	67840762	+	0	NA	NA	NA	NA	NA								
20267	chr2	70087403	70088864	+	0	NA	NA	NA	NA	NA								
1317	chr1	46806315	46806823	+	0	NA	NA	NA	NA	NA								
15629	chr17	15257237	15257826	+	0	NA	NA	NA	NA	NA								
6651	chr11	45846980	45848021	+	0	NA	NA	NA	NA	NA								
15669	chr17	17641525	17642241	+	0	NA	NA	NA	NA	NA								
29293	chr5	109689095	109691328	+	0	NA	NA	NA	NA	NA								
12930	chr15	43369620	43371718	+	0	NA	NA	NA	NA	NA								
17848	chr18	62450793	62451373	+	0	NA	NA	NA	NA	NA								
16822	chr17	67421709	67422322	+	0	NA	NA	NA	NA	NA								
13432	chr15	70762490	70764109	+	0	NA	NA	NA	NA	NA								
16862	chr17	69326158	69327779	+	0	NA	NA	NA	NA	NA								
7063	chr11	64000458	64001053	+	0	NA	NA	NA	NA	NA								
31994	chr6	136103746	136104926	+	0	NA	NA	NA	NA	NA								
37119	chr9	136902094	136902829	+	0	NA	NA	NA	NA	NA								
15810	chr17	28896623	28898003	+	0	NA	NA	NA	NA	NA								
19654	chr2	27369896	27371173	+	0	NA	NA	NA	NA	NA								
24377	chr3	15426977	15428090	+	0	NA	NA	NA	NA	NA								
34783	chr8	74320400	74321882	+	0	NA	NA	NA	NA	NA								
20803	chr2	120252147	120253316	+	0	NA	NA	NA	NA	NA								
37196	chrX	14872899	14873898	+	0	NA	NA	NA	NA	NA								
30218	chr5	173056718	173057633	+	0	NA	NA	NA	NA	NA								
31792	chr6	116667656	116669101	+	0	NA	NA	NA	NA	NA								
34430	chr8	33104816	33105291	+	0	NA	NA	NA	NA	NA								
2673	chr1	156282395	156283544	+	0	NA	NA	NA	NA	NA								
6701	chr11	46895709	46896693	+	0	NA	NA	NA	NA	NA								
9486	chr12	69007138	69008000	+	0	NA	NA	NA	NA	NA								
17858	chr18	62526763	62527008	+	0	NA	NA	NA	NA	NA								
9482	chr12	68808709	68809123	+	0	NA	NA	NA	NA	NA								
25634	chr3	119463023	119464141	+	0	NA	NA	NA	NA	NA								
22413	chr20	17568944	17570924	+	0	NA	NA	NA	NA	NA								
10835	chr13	51451443	51453946	+	0	NA	NA	NA	NA	NA								
19644	chr2	27217149	27218108	+	0	NA	NA	NA	NA	NA								
23501	chr21	46285941	46286743	+	0	NA	NA	NA	NA	NA								
36435	chr9	101533650	101534535	+	0	NA	NA	NA	NA	NA								
33825	chr7	139133617	139134049	+	0	NA	NA	NA	NA	NA								
25649	chr3	119892102	119892649	+	0	NA	NA	NA	NA	NA								
33865	chr7	140639663	140640817	+	0	NA	NA	NA	NA	NA								
1147	chr1	42681641	42683794	+	0	NA	NA	NA	NA	NA								
33313	chr7	100640902	100641824	+	0	NA	NA	NA	NA	NA								
938	chr1	36099478	36100261	+	0	NA	NA	NA	NA	NA								
5053	chr10	86755680	86757495	+	0	NA	NA	NA	NA	NA								
10247	chr12	121536764	121537491	+	0	NA	NA	NA	NA	NA								
29300	chr5	110738492	110739698	+	0	NA	NA	NA	NA	NA								
19639	chr2	27211353	27212755	+	0	NA	NA	NA	NA	NA								
11132	chr13	109719627	109721223	+	0	NA	NA	NA	NA	NA								
8852	chr12	47758543	47759292	+	0	NA	NA	NA	NA	NA								
32536	chr7	17298392	17300022	+	0	NA	NA	NA	NA	NA								
17736	chr18	51029556	51031035	+	0	NA	NA	NA	NA	NA								
24676	chr3	45593022	45595445	+	0	NA	NA	NA	NA	NA								
8856	chr12	47772959	47774181	+	0	NA	NA	NA	NA	NA								
13977	chr16	589237	590471	+	0	NA	NA	NA	NA	NA								
27868	chr4	127782458	127783142	+	0	NA	NA	NA	NA	NA								
3559	chr1	206506716	206508283	+	0	NA	NA	NA	NA	NA								
26842	chr4	6974175	6974673	+	0	NA	NA	NA	NA	NA								
27828	chr4	121696235	121697476	+	0	NA	NA	NA	NA	NA								
19301	chr19	58475675	58476919	+	0	NA	NA	NA	NA	NA								
31365	chr6	70955814	70957294	+	0	NA	NA	NA	NA	NA								
34988	chr8	100126013	100126196	+	0	NA	NA	NA	NA	NA								
31325	chr6	56842819	56844519	+	0	NA	NA	NA	NA	NA								
28274	chr4	182448022	182449379	+	0	NA	NA	NA	NA	NA								
6096	chr11	4393026	4394053	+	0	NA	NA	NA	NA	NA								
913	chr1	35268433	35269818	+	0	NA	NA	NA	NA	NA								
6092	chr11	4094460	4095382	+	0	NA	NA	NA	NA	NA								
31813	chr6	118551248	118551416	+	0	NA	NA	NA	NA	NA								
21208	chr2	172084525	172085553	+	0	NA	NA	NA	NA	NA								
13500	chr15	74620895	74621720	+	0	NA	NA	NA	NA	NA								
362	chr1	17559206	17560531	+	0	NA	NA	NA	NA	NA								
12244	chr14	75579103	75579663	+	0	NA	NA	NA	NA	NA								
4295	chr10	14953490	14954295	+	0	NA	NA	NA	NA	NA								
18192	chr19	10194089	10195340	+	0	NA	NA	NA	NA	NA								
3884	chr1	225881755	225883116	+	0	NA	NA	NA	NA	NA								
19436	chr2	12931309	12931512	+	0	NA	NA	NA	NA	NA								
91	chr1	6700882	6702561	+	0	NA	NA	NA	NA	NA								
28175	chr4	158671842	158672726	+	0	NA	NA	NA	NA	NA								
25446	chr3	101573554	101574872	+	0	NA	NA	NA	NA	NA								
12239	chr14	75577726	75579685	+	0	NA	NA	NA	NA	NA								
4530	chr10	35640478	35641497	+	0	NA	NA	NA	NA	NA								
24747	chr3	48088365	48089584	+	0	NA	NA	NA	NA	NA								
9194	chr12	56152316	56152661	+	0	NA	NA	NA	NA	NA								
9251	chr12	56636725	56637034	+	0	NA	NA	NA	NA	NA								
32271	chr6	156777477	156779932	+	0	NA	NA	NA	NA	NA								
24479	chr3	30518365	30518640	+	0	NA	NA	NA	NA	NA								
12145	chr14	73785857	73786353	+	0	NA	NA	NA	NA	NA								
16395	chr17	49677917	49678473	+	0	NA	NA	NA	NA	NA								
17101	chr17	78168368	78169882	+	0	NA	NA	NA	NA	NA								
24159	chr22	50307081	50308249	+	0	NA	NA	NA	NA	NA								
26372	chr3	171841271	171841430	+	0	NA	NA	NA	NA	NA								
14827	chr16	67529681	67530397	+	0	NA	NA	NA	NA	NA								
6122	chr11	6603294	6604846	+	0	NA	NA	NA	NA	NA								
20908	chr2	134989048	134989291	+	0	NA	NA	NA	NA	NA								
6126	chr11	6619070	6619633	+	0	NA	NA	NA	NA	NA								
17076	chr17	77331423	77331749	+	0	NA	NA	NA	NA	NA								
14867	chr16	67893010	67894590	+	0	NA	NA	NA	NA	NA								
10386	chr12	124862349	124864122	+	0	NA	NA	NA	NA	NA								
4998	chr10	79398806	79400258	+	0	NA	NA	NA	NA	NA								
19448	chr2	15939480	15940133	+	0	NA	NA	NA	NA	NA								
29212	chr5	95960276	95962035	+	0	NA	NA	NA	NA	NA								
28455	chr5	14142844	14145270	+	0	NA	NA	NA	NA	NA								
17953	chr19	1252376	1252717	+	0	NA	NA	NA	NA	NA								
34975	chr8	98382244	98383082	+	0	NA	NA	NA	NA	NA								
10514	chr13	28636768	28637023	+	0	NA	NA	NA	NA	NA								
25438	chr3	100708962	100710437	+	0	NA	NA	NA	NA	NA								
25711	chr3	122793441	122794262	+	0	NA	NA	NA	NA	NA								
31003	chr6	41071771	41074160	+	0	NA	NA	NA	NA	NA								
24857	chr3	50154493	50155730	+	0	NA	NA	NA	NA	NA								
14390	chr16	29995550	29995791	+	0	NA	NA	NA	NA	NA								
14129	chr16	4273704	4274077	+	0	NA	NA	NA	NA	NA								
9397	chr12	63150220	63152388	+	0	NA	NA	NA	NA	NA								
1860	chr1	92831754	92833192	+	0	NA	NA	NA	NA	NA								
14169	chr16	8796844	8798831	+	0	NA	NA	NA	NA	NA								
9024	chr12	52025708	52026136	+	0	NA	NA	NA	NA	NA								
27963	chr4	140049001	140049735	+	0	NA	NA	NA	NA	NA								
2607	chr1	155106978	155107290	+	0	NA	NA	NA	NA	NA								
18465	chr19	18203258	18204419	+	0	NA	NA	NA	NA	NA								
36970	chr9	129641712	129642630	+	0	NA	NA	NA	NA	NA								
27923	chr4	139082817	139085069	+	0	NA	NA	NA	NA	NA								
18425	chr19	17245786	17246651	+	0	NA	NA	NA	NA	NA								
3875	chr1	225652385	225653231	+	0	NA	NA	NA	NA	NA								
28188	chr4	159102115	159104765	+	0	NA	NA	NA	NA	NA								
15981	chr17	39200235	39200832	+	0	NA	NA	NA	NA	NA								
16762	chr17	64144370	64146506	+	0	NA	NA	NA	NA	NA								
32548	chr7	17939053	17941210	+	0	NA	NA	NA	NA	NA								
17748	chr18	54268971	54270181	+	0	NA	NA	NA	NA	NA								
24391	chr3	16048555	16048997	+	0	NA	NA	NA	NA	NA								
16722	chr17	63478736	63479211	+	0	NA	NA	NA	NA	NA								
26939	chr4	20251490	20252197	+	0	NA	NA	NA	NA	NA								
31918	chr6	131250209	131250761	+	0	NA	NA	NA	NA	NA								
15710	chr17	19377645	19379207	+	0	NA	NA	NA	NA	NA								
34883	chr8	91039968	91041312	+	0	NA	NA	NA	NA	NA								
36507	chr9	108933505	108934957	+	0	NA	NA	NA	NA	NA								
22612	chr20	33489702	33490848	+	0	NA	NA	NA	NA	NA								
3508	chr1	205273493	205275669	+	0	NA	NA	NA	NA	NA								
25980	chr3	138593558	138594793	+	0	NA	NA	NA	NA	NA								
1115	chr1	41268082	41269204	+	0	NA	NA	NA	NA	NA								
4626	chr10	58512684	58513924	+	0	NA	NA	NA	NA	NA								
3837	chr1	223712088	223713354	+	0	NA	NA	NA	NA	NA								
4622	chr10	58414539	58414939	+	0	NA	NA	NA	NA	NA								
35382	chr8	130358130	130358849	+	0	NA	NA	NA	NA	NA								
11947	chr14	65411674	65413972	+	0	NA	NA	NA	NA	NA								
26752	chr4	931403	932497	+	0	NA	NA	NA	NA	NA								
20013	chr2	47344971	47345357	+	0	NA	NA	NA	NA	NA								
12517	chr14	96583768	96584702	+	0	NA	NA	NA	NA	NA								
37717	chrX	106007688	106008146	+	0	NA	NA	NA	NA	NA								
27100	chr4	39697510	39699018	+	0	NA	NA	NA	NA	NA								
26944	chr4	21764149	21766180	+	0	NA	NA	NA	NA	NA								
1344	chr1	50332645	50333470	+	0	NA	NA	NA	NA	NA								
6780	chr11	57130940	57131403	+	0	NA	NA	NA	NA	NA								
23299	chr21	31900121	31901344	+	0	NA	NA	NA	NA	NA								
2112	chr1	109620381	109621415	+	0	NA	NA	NA	NA	NA								
2116	chr1	109773375	109774243	+	0	NA	NA	NA	NA	NA								
6528	chr11	33699776	33701164	+	0	NA	NA	NA	NA	NA								
8503	chr12	7107863	7109384	+	0	NA	NA	NA	NA	NA								
21103	chr2	164495402	164495897	+	0	NA	NA	NA	NA	NA								
1074	chr1	40096380	40097312	+	0	NA	NA	NA	NA	NA								
2149	chr1	110337859	110338923	+	0	NA	NA	NA	NA	NA								
36432	chr9	101486072	101487181	+	0	NA	NA	NA	NA	NA								
11249	chr14	22387487	22387875	+	0	NA	NA	NA	NA	NA								
33822	chr7	138981004	138982069	+	0	NA	NA	NA	NA	NA								
33862	chr7	140478531	140479782	+	0	NA	NA	NA	NA	NA								
5428	chr10	100529046	100530272	+	0	NA	NA	NA	NA	NA								
3617	chr1	207997870	207998092	+	0	NA	NA	NA	NA	NA								
5702	chr10	112314894	112315165	+	0	NA	NA	NA	NA	NA								
35378	chr8	129938992	129940453	+	0	NA	NA	NA	NA	NA								
9293	chr12	57230429	57231150	+	0	NA	NA	NA	NA	NA								
26845	chr4	7042713	7044361	+	0	NA	NA	NA	NA	NA								
5706	chr10	112373805	112374449	+	0	NA	NA	NA	NA	NA								
23997	chr22	41237358	41238715	+	0	NA	NA	NA	NA	NA								
9581	chr12	76763589	76764785	+	0	NA	NA	NA	NA	NA								
14696	chr16	57600098	57600810	+	0	NA	NA	NA	NA	NA								
11135	chr13	109784641	109785181	+	0	NA	NA	NA	NA	NA								
21951	chr2	227450999	227451685	+	0	NA	NA	NA	NA	NA								
35943	chr9	35814333	35815601	+	0	NA	NA	NA	NA	NA								
5514	chr10	102240497	102241821	+	0	NA	NA	NA	NA	NA								
34059	chr8	8989400	8989609	+	0	NA	NA	NA	NA	NA								
26237	chr3	158731449	158733149	+	0	NA	NA	NA	NA	NA								
31795	chr6	116948405	116948822	+	0	NA	NA	NA	NA	NA								
6414	chr11	19811801	19813466	+	0	NA	NA	NA	NA	NA								
11921	chr14	64823284	64823532	+	0	NA	NA	NA	NA	NA								
32290	chr6	157380546	157381678	+	0	NA	NA	NA	NA	NA								
11961	chr14	66507457	66509526	+	0	NA	NA	NA	NA	NA								
7298	chr11	67056604	67057135	+	0	NA	NA	NA	NA	NA								
10832	chr13	51221833	51223234	+	0	NA	NA	NA	NA	NA								
11234	chr14	21436871	21438011	+	0	NA	NA	NA	NA	NA								
7666	chr11	86244674	86245584	+	0	NA	NA	NA	NA	NA								
10680	chr13	41060303	41062184	+	0	NA	NA	NA	NA	NA								
24840	chr3	49802636	49803641	+	0	NA	NA	NA	NA	NA								
7662	chr11	86217873	86218767	+	0	NA	NA	NA	NA	NA								
2790	chr1	161097788	161097973	+	0	NA	NA	NA	NA	NA								
30113	chr5	158618894	158619941	+	0	NA	NA	NA	NA	NA								
18195	chr19	10230758	10231553	+	0	NA	NA	NA	NA	NA								
27586	chr4	87973367	87973891	+	0	NA	NA	NA	NA	NA								
37000	chr9	130940869	130941668	+	0	NA	NA	NA	NA	NA								
5091	chr10	88990226	88991868	+	0	NA	NA	NA	NA	NA								
28172	chr4	158671842	158672726	+	0	NA	NA	NA	NA	NA								
20681	chr2	105037346	105039132	+	0	NA	NA	NA	NA	NA								
32916	chr7	66189747	66190530	+	0	NA	NA	NA	NA	NA								
12142	chr14	73764964	73766002	+	0	NA	NA	NA	NA	NA								
18663	chr19	35744723	35745222	+	0	NA	NA	NA	NA	NA								
31546	chr6	93419191	93419969	+	0	NA	NA	NA	NA	NA								
14841	chr16	67726294	67727507	+	0	NA	NA	NA	NA	NA								
3289	chr1	197774249	197776363	+	0	NA	NA	NA	NA	NA								
18623	chr19	35042193	35042648	+	0	NA	NA	NA	NA	NA								
14499	chr16	31135056	31135799	+	0	NA	NA	NA	NA	NA								
2843	chr1	162497693	162498368	+	0	NA	NA	NA	NA	NA								
2424	chr1	150629115	150629915	+	0	NA	NA	NA	NA	NA								
3102	chr1	179228636	179230198	+	0	NA	NA	NA	NA	NA								
21960	chr2	229265549	229266343	+	0	NA	NA	NA	NA	NA								
3106	chr1	179881882	179883353	+	0	NA	NA	NA	NA	NA								
27314	chr4	71186324	71188232	+	0	NA	NA	NA	NA	NA								
35836	chr9	33466712	33467117	+	0	NA	NA	NA	NA	NA								
21920	chr2	225889309	225889840	+	0	NA	NA	NA	NA	NA								
15608	chr17	13017433	13018243	+	0	NA	NA	NA	NA	NA								
18294	chr19	12880871	12881622	+	0	NA	NA	NA	NA	NA								
31362	chr6	70884407	70884917	+	0	NA	NA	NA	NA	NA								
15007	chr16	72093528	72094636	+	0	NA	NA	NA	NA	NA								
31322	chr6	56763983	56764430	+	0	NA	NA	NA	NA	NA								
11950	chr14	65411674	65413972	+	0	NA	NA	NA	NA	NA								
2518	chr1	153633880	153634679	+	0	NA	NA	NA	NA	NA								
26388	chr3	172341352	172341826	+	0	NA	NA	NA	NA	NA								
1658	chr1	67759908	67760642	+	0	NA	NA	NA	NA	NA								
16906	chr17	73310703	73312278	+	0	NA	NA	NA	NA	NA								
28653	chr5	41903495	41904817	+	0	NA	NA	NA	NA	NA								
34874	chr8	90645127	90646696	+	0	NA	NA	NA	NA	NA								
35758	chr9	22008583	22009680	+	0	NA	NA	NA	NA	NA								
27709	chr4	105145561	105147330	+	0	NA	NA	NA	NA	NA								
15817	chr17	29042409	29043339	+	0	NA	NA	NA	NA	NA								
660	chr1	27012442	27013068	+	0	NA	NA	NA	NA	NA								
5465	chr10	101060679	101061605	+	0	NA	NA	NA	NA	NA								
14751	chr16	66750970	66752102	+	0	NA	NA	NA	NA	NA								
